lat,lng,class,lswi,ci,evi,mndwi,ndbi,ndwi,savi,ndvi,ndpi,wetness,wwi
614421.7781,2694338.801,vegetation,0.21073656,0.40321833,-6.551023,-0.1746545,-0.21073656,0.21073656,0.63792926,0.42529494,-0.029912958,0.39014283,0.56479734
613143.1294,2692841.302,vegetation,0.177335,0.48621395,-2.433371,-0.12257845,-0.177335,0.177335,0.5185396,0.34570128,-0.040866874,0.33682126,0.45939973
612569.4761,2692836.71,vegetation,0.2090535,0.4369701,-4.598201,-0.14009923,-0.2090535,0.2090535,0.5877134,0.3918174,-0.029812606,0.3806391,0.5207383
611926.6023,2692518.504,vegetation,0.1724138,0.51117134,-2.1864352,-0.10879696,-0.1724138,0.1724138,0.48520324,0.32347667,-0.041756883,0.3191921,0.42798907
611573.0158,2691889.528,vegetation,0.16871637,0.46399212,-3.693465,-0.15674634,-0.16871637,0.16871637,0.549179,0.36612758,-0.032103617,0.33400595,0.4907523
609702.4383,2692657.566,vegetation,0.1822261,0.4596265,-3.0488174,-0.15011728,-0.1822261,0.1822261,0.55530757,0.37021354,-0.045713928,0.33309454,0.48321182
609765.6123,2693753.856,vegetation,0.16183828,0.47192737,-3.7966785,-0.16588445,-0.16183828,0.16183828,0.53813183,0.3587627,-0.03831322,0.3174722,0.48335662
608758.1692,2694215.672,vegetation,0.06838146,0.5639654,-1.9656664,-0.18288063,-0.06838146,0.06838146,0.4181905,0.2788007,-0.04449298,0.21702494,0.39990556
608481.6147,2692882.932,vegetation,0.12480728,0.46929052,-4.3710356,-0.20481075,-0.12480728,0.12480728,0.54178977,0.3612012,-0.03359332,0.28823677,0.49304754
608488.2387,2692022.003,vegetation,0.23181736,0.4080372,-5.7748823,-0.14528067,-0.23181736,0.23181736,0.6306124,0.42041704,-0.029745476,0.4057899,0.5510706
609212.0046,2691166.608,vegetation,0.17117395,0.45905527,-3.5796494,-0.16564484,-0.17117395,0.17117395,0.5561124,0.37074998,-0.041988537,0.33694455,0.5025894
611015.3362,2689850.069,vegetation,0.21424106,0.42218453,-6.176661,-0.14884922,-0.21424106,0.21424106,0.6094179,0.40628728,-0.023264425,0.38417676,0.533026
612298.8512,2690799.483,vegetation,0.16369963,0.48174676,-2.8135145,-0.14483522,-0.16369963,0.16369963,0.5246252,0.34975833,-0.038784783,0.32446122,0.46929646
614441.4745,2691912.512,vegetation,0.17644368,0.6276244,-0.79935735,-0.000208319,-0.17644368,0.17644368,0.34316683,0.22878471,-0.061040826,0.2618668,0.26207513
616083.1143,2692865.203,vegetation,0.21615489,0.42419153,-4.446739,-0.14715812,-0.21615489,0.21615489,0.606445,0.4043055,-0.036875,0.3804945,0.5276526
618381.6932,2692414.676,vegetation,0.17780438,0.4507275,-3.7860208,-0.1617235,-0.17780438,0.17780438,0.56791556,0.37861866,-0.036870558,0.34676763,0.50849116
619877.6209,2693601.425,vegetation,0.25332093,0.3984116,-6.2242846,-0.13281547,-0.25332093,0.25332093,0.6452779,0.43019408,-0.030015798,0.41544682,0.5482623
619647.219,2695399.771,vegetation,0.17115413,0.44718528,-5.181109,-0.18356107,-0.17115413,0.17115413,0.57297724,0.38199306,-0.037898734,0.33134797,0.514909
622584.0001,2695738.128,vegetation,0.22339392,0.41023025,-7.0537167,-0.15348549,-0.22339392,0.22339392,0.6272996,0.41820815,-0.024636392,0.40013498,0.55362046
622065.8514,2697612.227,vegetation,0.119366154,0.4532374,-22.577864,-0.23334394,-0.119366154,0.119366154,0.5643452,0.37623763,-0.015073615,0.30873197,0.54207593
622616.0045,2692059.488,vegetation,0.08299815,0.50122726,-4.7613764,-0.224854,-0.08299815,0.08299815,0.49835432,0.33224335,-0.030218014,0.25248766,0.47734168
620898.9294,2691575.018,vegetation,0.18458773,0.55963904,-1.260153,-0.047958035,-0.18458773,0.18458773,0.42351085,0.28234798,-0.054570258,0.30801007,0.35596812
619764.1165,2690078.136,vegetation,0.22533795,0.36959627,-10.079526,-0.20589423,-0.22533795,0.22533795,0.6904132,0.46028435,-0.038729385,0.40507787,0.6109721
616035.8689,2689890.448,vegetation,0.16896205,0.45798212,-4.85084,-0.16295832,-0.16896205,0.16896205,0.5576262,0.37175894,-0.024113994,0.32241175,0.48537007
612736.0303,2689941.979,vegetation,0.16204315,0.46040165,-6.1823444,-0.17505403,-0.16204315,0.16204315,0.5542174,0.36948624,-0.02362972,0.32624173,0.50129575
610305.4594,2688905.251,vegetation,0.17226455,0.5011815,-2.1492205,-0.11640397,-0.17226455,0.17226455,0.49841362,0.33228394,-0.045107566,0.3179562,0.43436018
609715.832,2690935.704,vegetation,0.16780691,0.47143233,-3.6483417,-0.15121225,-0.16780691,0.16780691,0.5388177,0.35921982,-0.030781373,0.3312886,0.48250085
600202.1276,2697517.805,vegetation,0.16506653,0.44781917,-8.49113,-0.18612695,-0.16506653,0.16506653,0.57207036,0.38138798,-0.0214361,0.34491765,0.5310446
600118.7471,2699160.87,vegetation,0.08397287,0.5959496,-1.5654503,-0.14245966,-0.08397287,0.08397287,0.3797488,0.2531724,-0.046469897,0.21701232,0.35947198
